,nino3,nino4,nino34,nino12,indocW,indocE,AtlMDR,CarMDR,GulfMDR,AtlSub
1980-02-06,25.76408854076137,28.371903296925066,26.74731495130184,25.49175755906523,27.84436339663497,28.652720963555915,25.280940278923143,26.50771743337788,22.7684418908501,22.73370102028396
1980-02-07,25.818671555361608,28.35965104206094,26.74254066847035,25.54190249195134,27.848305921901066,28.6600225149274,25.24488203105909,26.51267302140529,22.69883697316373,22.70812898566151
1980-02-08,25.796688705110256,28.391378942506226,26.778463454567927,25.571816927784788,27.87339557622506,28.74547982814358,25.237880743285345,26.52764424794801,22.62113570107026,22.71018630537774
1980-02-09,25.741986897487667,28.456001708583887,26.848886477336627,25.5951150639561,27.899482519820506,28.865250895410043,25.25866773692362,26.546477973448454,22.560701593920047,22.7304644353272
1980-02-10,25.668141104652708,28.54071245113021,26.938264920446063,25.600917678700643,27.94042600600012,28.98640220157144,25.289065705573016,26.57162103937404,22.518474602333285,22.75193313795353
1980-02-11,25.5887697263094,28.6329330759974,27.031219810327425,25.578381544685595,28.01009819616097,29.07598816405073,25.31082143112274,26.602269195244208,22.4954628767812,22.757498912253965
1980-02-12,25.51740452079529,28.71987870610957,27.11226945519849,25.516664617948564,28.122430824949344,29.10104514864962,25.3057420978798,26.637495987055058,22.49260985471989,22.73017129236404
1980-02-13,25.47789169487741,28.770036708184403,27.153389623737585,25.426401914059525,28.23736157841328,29.0639437211526,25.2827637168985,26.65972137181869,22.49898137790839,22.681386013998303
1980-02-14,25.486825647558465,28.772466163206445,27.150940535292523,25.345287871596668,28.31607662370022,28.993369375857487,25.2577012052351,26.661875631101832,22.511265861882084,22.63180321702083
1980-02-15,25.547805368541304,28.744876179712648,27.12462579339767,25.303844524527,28.37425393343387,28.895402931237864,25.22215542089841,26.65077379282643,22.543521882960373,22.577658830328616
1980-02-16,25.66449481019475,28.704993159082715,27.094222902552247,25.33220256437428,28.42751512735901,28.77609379005198,25.167732540664304,26.637373551358824,22.60982889241557,22.515256312220803
1980-02-17,25.840530618217137,28.67058374509208,27.079476003397826,25.460912246435512,28.49152945041105,28.64153092548834,25.086053886179933,26.628395839352283,22.724262725306296,22.440843537305337
1980-02-18,26.01541669234358,28.651568876409343,27.093352886031283,25.63869643151265,28.545620612841887,28.53323115233493,25.01383453188652,26.628585537224744,22.84874563153028,22.38387236886985
1980-02-19,26.14563194128197,28.64243994657502,27.125780651770327,25.80827245106557,28.565845119246088,28.484609962544248,24.97855911811685,26.635174983431764,22.94049242536058,22.36452962719916
1980-02-20,26.25823734154309,28.637405729269265,27.16127978555811,25.98880710384408,28.562961912816988,28.48893470692899,24.95775706248459,26.638675014059487,23.00756873895176,22.36495708334724
1980-02-21,26.38018791342105,28.63060097480314,27.184233626311645,26.19938377451933,28.54772357546347,28.539464648095063,24.928906936545825,26.63318979546392,23.05818037770808,22.36727290730323
1980-02-22,26.53853076015538,28.61617285082549,27.17907148639804,26.459162514344968,28.530871291544617,28.629355418791256,24.869551580508585,26.607470735426148,23.10039032481773,22.353636695504857
1980-02-23,26.65663730287257,28.60603087991466,27.14957479869964,26.64615224490468,28.538033504095274,28.71859181114993,24.818673650065115,26.58406098217634,23.12393413365641,22.34479388543979
1980-02-24,26.69508598087078,28.60754661985183,27.111151547849577,26.71069346220952,28.56849436106312,28.79602049512617,24.80266647668152,26.57679437162828,23.12060865309532,22.357032052927305
1980-02-25,26.69396077040276,28.61326747280816,27.074895693638712,26.708361104030693,28.60294547692912,28.870947568145223,24.801329617432707,26.573811001283325,23.094445118842675,22.371226121643485
1980-02-26,26.69342074220689,28.615672567318818,27.051894138369025,26.69468616616152,28.6221232890226,28.952823070706085,24.794380913830366,26.561635494252407,23.049273330248003,22.36836376794753
1980-02-27,26.73355349894487,28.607257116823064,27.05322229223017,26.725264064724136,28.60673834675009,29.050978031402625,24.761561058921263,26.528227845521226,22.989260164686527,22.329317165540804
1980-02-28,26.84251250133983,28.58757731535571,27.089679800699564,26.84094349676955,28.554384599293098,29.16316400670356,24.69532361643722,26.47022200029417,22.923971430721902,22.244689250437048
1980-02-29,26.938324473284187,28.58651395225469,27.14684311318021,26.9600356102066,28.51846344899732,29.22092596777612,24.65472501274286,26.4290903097094,22.86911231267337,22.163964167925617
1980-03-01,27.0569986224904,28.598074767337184,27.235005224635003,27.08582476812922,28.53162939872605,29.24769281911305,24.63259805427002,26.40940328875397,22.85173907642685,22.08944250240016
1980-03-02,27.152869151791343,28.601974891232764,27.321153796459825,27.17435488390089,28.53456784247357,29.24520453008217,24.61315604444342,26.39489679864877,22.849707177083413,22.02515908846591
1980-03-03,27.211081846310456,28.58004890201436,27.38623832348191,27.201909941299625,28.492451487780457,29.226046713102804,24.57908776130966,26.37631464625456,22.855108903267,21.9714922051382
1980-03-04,27.21672298404125,28.514096014866627,27.411197772083074,27.14484628343669,28.370497136355308,29.202931598515608,24.513103239189725,26.33956434472672,22.86009959786466,21.928784239629035
1980-03-05,27.176088749680428,28.42664360171684,27.4073993988379,27.01306043041492,28.20760068521175,29.170451593804955,24.44012223033181,26.30007820685128,22.871281970577684,21.919615054596925
1980-03-06,27.1151517336348,28.363808739909224,27.392585285256903,26.86170523563994,28.09880920212174,29.13020113349352,24.40369132344164,26.290466759936923,22.9002630125089,21.95800343479913
1980-03-07,27.033523525157094,28.313503029292804,27.351647462455865,26.69906309698614,28.030789574661515,29.09482832330997,24.387412430593333,26.297506900881512,22.94343189685433,22.020558196777763
1980-03-08,26.930712648801368,28.26369354455732,27.26950804864883,26.533372176742134,27.990167174451773,29.07688191666113,24.374855485918864,26.308915333045505,22.99732715812318,22.0838232880375
1980-03-09,26.806346338714093,28.20229658816441,27.13101868669799,26.372977106730165,27.96366940548548,29.088783897053407,24.34958548028328,26.313901859489587,23.05847119228928,22.124398947108165
1980-03-10,26.71312780154442,28.161145676021533,26.984525732073244,26.247892497332334,27.9849961575802,29.14320003632576,24.322602137709698,26.328545634140816,23.120574961446778,22.13080932830908
1980-03-11,26.68969811772544,28.16633741270381,26.884827602094926,26.1908172201348,28.076191625685613,29.22756104916005,24.31479291181469,26.36154834396156,23.17542248614205,22.114160182441804
1980-03-12,26.71624427286293,28.19713273949853,26.82771243060334,26.21628081102672,28.204885040061978,29.31596375369493,24.323869750895312,26.39288369743277,23.21678519300505,22.083835538960408
1980-03-13,26.77285932147413,28.232864801590708,26.80897231617317,26.33885926439397,28.338682000172348,29.38266688998011,24.34762405702478,26.40464970602572,23.23843325800979,22.049338563388865
1980-03-14,26.839656089007,28.252801074840832,26.824409706661413,26.573241493652823,28.445310968037568,29.40174204567752,24.383733927463343,26.378435711192434,23.23399484299525,22.02005294876448
1980-03-15,26.899626334062543,28.247092162435173,26.87738021656757,26.832338394476043,28.489823962940022,29.371900621629543,24.41694241570328,26.320716218358548,23.220445046444407,21.999209304373267
1980-03-16,26.95484171590878,28.230090550858662,26.96730026797319,27.03450615193332,28.481546879425675,29.317068565062304,24.440379772582983,26.2615045485155,23.21200165293864,21.98719769621785
1980-03-17,27.01312626966768,28.216079718285823,27.083378903940368,27.19941488431116,28.45291614966959,29.24839740545312,24.463555754567253,26.209365605005264,23.19826111651371,21.988929400250164
1980-03-18,27.082040570450832,28.21943735913559,27.214848920675387,27.346798300532694,28.43628154813904,29.17715136147419,24.495945217191508,26.17400000291459,23.16888566624717,22.00931957693287
1980-03-19,27.16930015977073,28.25442882139484,27.35093805992835,27.49643532925037,28.46407046344153,29.114552792148874,24.547086697473148,26.167228386831027,23.113510602836925,22.053308054255144
1980-03-20,27.229129779917923,28.30152033041834,27.43359617787262,27.553020305039528,28.538268138914965,29.097310877828125,24.58818038493291,26.20053538798138,23.05450828805961,22.107786878715952
1980-03-21,27.235606016470523,28.339948552697024,27.44210563394198,27.461846425263875,28.63043868562897,29.13468249828212,24.5996127981646,26.26908946481041,23.022307549416432,22.15755994692577
1980-03-22,27.224958913257364,28.38084507710843,27.42029074397126,27.301109777617047,28.72571178790237,29.196515354328184,24.603769057452023,26.35290632310496,23.01981066212217,22.202766345558416
1980-03-23,27.23335811984176,28.43539483182063,27.41203758775461,27.149212282853068,28.80926767969204,29.25259366031408,24.622994415913816,26.429274723464047,23.049822470707195,22.24351214835261
1980-03-24,27.297162380399243,28.51473335226484,27.46118924053822,27.084339322583105,28.86617746793811,29.272659120347296,24.679660917350603,26.475664078638584,23.115388157071468,22.27986719767464
1980-03-25,27.38773549251,28.59415401087602,27.54688594231792,27.11066308879243,28.885489705462355,29.262624698914934,24.73511088770894,26.471665068573213,23.207127041058808,22.28357104577101
1980-03-26,27.45723877966368,28.645388492826505,27.621778280669787,27.16895948790328,28.875568221621982,29.247619374951693,24.75700943944391,26.42928376148367,23.310906443102287,22.248451014207525
1980-03-27,27.511677785708923,28.67307305812158,27.689173644966687,27.242818684603627,28.84886138953981,29.225658993539422,24.776373372930166,26.37576453759176,23.42177703402387,22.20705181906948
1980-03-28,27.55724376679393,28.68185160524685,27.75225151437425,27.315968757411984,28.817766218970043,29.1947393966545,24.82430493888053,26.336088014880445,23.534903472365546,22.191990482624643
1980-03-29,27.59997363680887,28.676385024532586,27.81430840579029,27.37208671099916,28.79460280488373,29.152846997028533,24.931758954327627,26.33774287430711,23.64548746851903,22.235810534614927
1980-03-30,27.61271346659515,28.65413765786329,27.84867748804512,27.395585176142223,28.785209322684643,29.12277859908645,25.057690225435525,26.383429158342054,23.72456238259629,22.32149142122688
1980-03-31,27.581391025831888,28.616857945381987,27.84244422452345,27.379668265970142,28.792300227284223,29.1204010126187,25.14885076429401,26.450733832750903,23.759080539362763,22.40955383001638
1980-04-01,27.530204002087203,28.57470556245352,27.81789232297087,27.32123739604718,28.822196323986294,29.13268290993673,25.21720322158121,26.53061243046633,23.766930347863028,22.49798034050295
1980-04-02,27.48353516754319,28.53790615973064,27.79730781001542,27.217294722885427,28.88116550504761,29.146519353499443,25.27489417125288,26.61422560071934,23.76588197227842,22.5848200716686
1980-04-03,27.4655651045176,28.516655749107304,27.80301485052921,27.06477910936268,28.975466060077324,29.14882461023158,25.333938545882653,26.69376258195323,23.773831040306323,22.66803296579417
1980-04-04,27.491351827483072,28.526768983442143,27.838401276828645,26.91359038955737,29.06709148207367,29.14440134701184,25.364907831018744,26.736743695579072,23.80429439076029,22.71657872075675
1980-04-05,27.54289776632925,28.56610223785228,27.886060310357568,26.79865008247087,29.130762835992527,29.146402638604595,25.34762915490147,26.73461465876344,23.85095469359453,22.71507326187284
1980-04-06,27.594397646033844,28.61734882871001,27.93667317663269,26.696773479434675,29.19071336802953,29.153890231487377,25.30700290211444,26.71362012851824,23.9009147330874,22.68489439032727
1980-04-07,27.620074927496407,28.663200061912324,27.980957819323866,26.58458067654233,29.271107469258205,29.165905267658168,25.267969804960927,26.700408864523308,23.94140360737977,22.647404544655387
1980-04-08,27.59419334235443,28.686314748232743,28.00955822989625,26.438883558333664,29.39607889898016,29.18138871034959,25.255400513848542,26.71853170668017,23.95966287590281,22.62388497510104
1980-04-09,27.519429645194485,28.67116108626659,28.007222622042697,26.32243507201214,29.528778929359788,29.21487626514381,25.27760916348801,26.76906163519854,23.987987122155594,22.62597416121441
1980-04-10,27.425307280118464,28.63004989452341,27.979313103416665,26.279598990893376,29.620999054993447,29.26506723977824,25.319291141974865,26.82986158316931,24.04488570506266,22.645261725162744
1980-04-11,27.32702500375893,28.58719055224146,27.94724714193166,26.26471982268048,29.6791301184616,29.30699322961064,25.36916240292044,26.88997264213141,24.0960234989996,22.672622507571496
1980-04-12,27.23974013794462,28.566692864264127,27.93240373789198,26.232149351527983,29.70955152234165,29.315594467112728,25.415832599882563,26.934539779396747,24.10717254790309,22.69901264010956
1980-04-13,27.178625673784406,28.592752310113063,27.956198909087966,26.136053730066187,29.71868674097251,29.26586584500462,25.44797118411837,26.9584107566025,24.04404966879176,22.71531894186911
1980-04-14,27.15367565995512,28.6793246312107,28.0360353888932,26.00732837989741,29.70519674603712,29.175485677873606,25.46066806347358,26.955942801693453,23.96352253524768,22.717289369884053
1980-04-15,27.161720048343373,28.799079365211785,28.148795004384247,25.89946240529916,29.669376971661137,29.08460137524756,25.46009948965564,26.940862408486225,23.927055538763945,22.712901091135944
1980-04-16,27.19842793677873,28.91338773856098,28.25469529191942,25.80364892097998,29.61899687498976,29.00184211233267,25.45067805676227,26.91741424798977,23.906575428376748,22.711013153419017
1980-04-17,27.25963016720788,28.98348633177412,28.313943135448813,25.71095686614166,29.56179036097392,28.935810628845765,25.43678362817061,26.88936477756538,23.8739655700241,22.72046587954152
1980-04-18,27.341141946792284,28.970799929247114,28.28684967875951,25.61262371565066,29.505477207658497,28.895124527293,25.422929410909703,26.860710359120752,23.801230235005,22.75011563876778
1980-04-19,27.411377968576737,28.87718274925844,28.186308103867056,25.53617463565636,29.481273690655165,28.90307010217453,25.425994762025653,26.84537087202466,23.74381041055224,22.797842458600307
1980-04-20,27.44674694497085,28.74660436407371,28.06046246560281,25.50150125302516,29.50006875402556,28.96120054266051,25.44977957917098,26.84666807273932,23.75824585147192,22.85217100288577
1980-04-21,27.45502155052472,28.60345910253952,27.92358127317663,25.48947439952364,29.53888626079646,29.045580463784912,25.47822798639639,26.872174050865706,23.8173708598312,22.90685522704449
1980-04-22,27.44395721848857,28.47217421743681,27.789936385428053,25.481163608720102,29.57463961863566,29.13210438347606,25.49516395543052,26.92019637946416,23.89392135821619,22.955624489325142
1980-04-23,27.421073782189755,28.377194374088884,27.67375368097062,25.457331677597065,29.58432886844001,29.1967336164582,25.4845325464533,26.99185399687551,23.960668747888786,22.99222303034992
1980-04-24,27.376520866073832,28.363330415059163,27.62825631785442,25.416783761035045,29.55514245957528,29.22974164458264,25.45086759606718,27.05757030919768,24.025977153646057,23.02010513199613
1980-04-25,27.30548679013083,28.432675453347134,27.669515462750823,25.370450198135376,29.50662422799812,29.236641109835457,25.41574173942108,27.104370732170345,24.10990316222485,23.0417706665415
1980-04-26,27.22382689007192,28.54602045007774,27.757316126899,25.318613262808483,29.46388557969407,29.215614643055936,25.38808530744908,27.15105121473016,24.20099434116838,23.048992472828274
1980-04-27,27.1474926065496,28.664156223348733,27.85142590318576,25.26141675609796,29.45198789496528,29.16488883311735,25.37678306482925,27.216351484459032,24.287715069142763,23.0335170859102
1980-04-28,27.09242813550432,28.74787502996353,27.911588618591708,25.19894312645296,29.49604013532403,29.08268710621688,25.390791697898614,27.31755145217207,24.35874825373503,22.98713619043972
1980-04-29,27.07121914798089,28.77317684671315,27.920800956012226,25.13010355335848,29.56854565949129,28.992129585504163,25.4249942717916,27.40954096087261,24.39115422773341,22.926781049927826
1980-04-30,27.07567492035718,28.7557826305182,27.90019650867096,25.059511690523948,29.632592825582023,28.91912626391749,25.47013027401276,27.455329392528377,24.39399400858424,22.879818417468936
1980-05-01,27.09107932621387,28.71564470882471,27.867056152016,24.996867936624373,29.699547493207977,28.866141627456862,25.52818971152581,27.48580398100701,24.40169555556322,22.85227586614321
1980-05-02,27.102858159001723,28.672566300480327,27.838614006926264,24.951795712127304,29.78070133181317,28.835793156125828,25.60125410391737,27.528347201399605,24.448594678079388,22.850216089611298
1980-05-03,27.09620030802463,28.646479696961844,27.832130417687623,24.933939133719583,29.88737354026601,28.83052940888597,25.6913228631608,27.613307701698687,24.5690101922568,22.879664072076924
1980-05-04,27.060657425886497,28.64391062244261,27.85128335694452,24.927115397829795,29.96709424201716,28.83865304015169,25.77422922733208,27.711614040649607,24.72554154065947,22.943566551575195
1980-05-05,27.0036436664752,28.656127255385893,27.88290527726665,24.915023711704865,29.97991564079664,28.856024119600825,25.82877792230745,27.78524537713896,24.87222619829108,23.03320169429876
1980-05-06,26.93817775890264,28.68025701305444,27.919457378636064,24.907636354607057,29.95639367503865,28.896626201983544,25.860800048648333,27.8371559799219,25.02835036408601,23.13647671347689
1980-05-07,26.87716346264004,28.71344260807566,27.95339496928341,24.91504941682293,29.92719391712077,28.97460237073879,25.876183919334647,27.872160735077905,25.21336876315422,23.241315777918743
1980-05-08,26.833737660826127,28.752832653561857,27.9771939420042,24.947177943205777,29.922898032662324,29.10391350250872,25.880754539849363,27.911840820627603,25.446491391687267,23.335645240916232
1980-05-09,26.82477002223174,28.795102887606365,27.990096240643616,24.992158947015863,29.92817527173907,29.23697939062684,25.88588067319691,27.94558075745615,25.656551220144973,23.379670568363213
1980-05-10,26.84098771818958,28.834165175162155,27.99376158152904,25.0224227108816,29.91357533665644,29.324185685111978,25.89126471158792,27.96687732919281,25.786030680157367,23.36822595069793
1980-05-11,26.856822738952147,28.86259292889328,27.984344514732243,25.02504584195201,29.889717239014995,29.37634311001579,25.885035161551297,27.9729668658729,25.871169621209063,23.34066737005483
1980-05-12,26.84659793671469,28.87296320922949,27.957972238683908,24.98712715867401,29.86718050125548,29.40443102274474,25.85541742381857,27.95637018817784,25.94822307725334,23.33645309028092
1980-05-13,26.784786383906805,28.85785585281185,27.91086733949384,24.89585160312141,29.85659009840484,29.41925405935041,25.790504137400983,27.90966472790384,26.05328748576704,23.39493943385151
1980-05-14,26.690398508752548,28.821837942071017,27.85463289963216,24.771961808158128,29.86247151617448,29.395418526871428,25.718091146640056,27.85801790781174,26.14793625868937,23.50225594694125
1980-05-15,26.595257373723733,28.778117623638465,27.80507003034136,24.643344132518106,29.87157144544834,29.32157801260969,25.67071432621647,27.824893163136867,26.194501258700345,23.6153226270862
1980-05-16,26.49357789171883,28.73295634963761,27.765564632865804,24.50783080995868,29.868825131264416,29.22964615264637,25.64343710779056,27.811578202940485,26.22824271780074,23.729151678324005
1980-05-17,26.37932197768044,28.69276578778607,27.73954444161831,24.363366729766383,29.83932223818816,29.151667691057668,25.63141750593096,27.81050835535217,26.284355793644608,23.838667209846072
1980-05-18,26.246677087568816,28.663841193589228,27.73034622725327,24.20804033434735,29.76797848577763,29.11969767716647,25.629655171580257,27.816959575545923,26.39803610584408,23.938841587800265
1980-05-19,26.123220769440337,28.663189653840515,27.74400396799788,24.08333007720381,29.67919364906735,29.1512294299939,25.6547931771226,27.847706004374228,26.54355140270759,24.0035892291788
1980-05-20,26.03850048517272,28.69298530252263,27.777540970313552,24.01907136943459,29.59855280730717,29.222777198894025,25.71354491365397,27.906602690720103,26.678365123350048,24.022849495164937
1980-05-21,25.991801345484937,28.73712041345729,27.821379600588067,23.99719219278699,29.51426045704823,29.30495533095369,25.7863650736214,27.9783490293339,26.81038711088535,24.014910049227524
1980-05-22,25.98230880857384,28.77948947910994,27.86601351387077,23.999529558088497,29.414555500028243,29.368342239728047,25.85366370664552,28.03905875453975,26.947564245300985,23.99799562054428
1980-05-23,26.009280094082342,28.80397131296801,27.901851051893992,24.0079784565384,29.2877055868892,29.383544596882867,25.89583315837044,28.06890730951385,27.09794313324983,23.990424741681185
1980-05-24,26.048212899059923,28.809171287119764,27.910693652754464,24.022029168092644,29.17572341205308,29.34056668432437,25.90445724872672,28.065901039742773,27.23173263650757,24.00997043450156
1980-05-25,26.08065771627335,28.80457929864159,27.89123642283542,24.04276134660012,29.111891746857896,29.261472966707064,25.890644444272187,28.049930352533824,27.323447041605533,24.05388961265939
1980-05-26,26.115940772387248,28.790587052088604,27.859629523885875,24.0552995064607,29.072975379199853,29.165778740154725,25.864001036057456,28.024484924169137,27.385121239280814,24.109169974682064
1980-05-27,26.16348301898428,28.76758143055871,27.83203986071488,24.04487575240426,29.03583900925638,29.072636050767915,25.834120587098937,27.993891512947847,27.42908498148553,24.16276793668916
1980-05-28,26.232604591807828,28.73600221310662,27.82465956628602,23.9966581210796,28.97727992690517,29.00148001032015,25.810635815421406,27.96375661614103,27.467352768042723,24.201699333241624
1980-05-29,26.2703940834973,28.69359250989317,27.814828679132606,23.91478653931274,28.911524916940404,28.98865810606407,25.79892617289272,27.953044997506915,27.50974051782628,24.228490407314386
1980-05-30,26.242687080736395,28.64936827776177,27.788333279208675,23.81665259419223,28.862079301843103,29.03210825785901,25.80009004324808,27.971194303191165,27.555260796779407,24.25561164317803
1980-05-31,26.188163780051564,28.62073187064028,27.774406679569783,23.70722329019882,28.82148594963069,29.09368828653935,25.817399885970524,28.000338050359897,27.59923375465461,24.284783997175666
1980-06-01,26.145510035448225,28.62500831978913,27.802087796782462,23.591618422891425,28.782321975473845,29.135359168022536,25.85424016428545,28.03516973637108,27.636763765800456,24.317744796022847
1980-06-02,26.153396925607087,28.67957835165469,27.90055517141436,23.47487197783229,28.73716271153944,29.118958866973568,25.913970013446,28.06262380137304,27.663231745480385,24.356215884938862
1980-06-03,26.216983008218456,28.76463257160953,28.04516569047101,23.384201108653468,28.69529276571775,29.05498656183156,25.978706020586,28.07941762998829,27.698042424059803,24.401485746278567
1980-06-04,26.2913500782499,28.84893704953519,28.181549709783305,23.334136118761503,28.662786183246908,28.98022805575152,26.032498028463905,28.09526764119764,27.755364219196625,24.4532889654004
1980-06-05,26.342249623042548,28.93298599897908,28.29401356789,23.31112888424692,28.629031316596222,28.8967043380722,26.08186710667255,28.10700916296125,27.821176762568644,24.51059560696256
1980-06-06,26.335332933397464,29.017344064717427,28.366931234558947,23.301699327269034,28.583450847672324,28.80644505966716,26.13329151292986,28.114937401230847,27.88133734872129,24.572467191347943
1980-06-07,26.23623938881713,29.10250105553894,28.38454757809476,23.292296165890026,28.51540273804286,28.7112126373152,26.19329677290085,28.120916088142508,27.921803439642424,24.637902307459097
