,glob,30_40N
1980-05-18,14.9046570600592,15.70683432096988
1980-05-19,14.909802152155194,16.028938469901192
1980-05-20,14.92744489066167,16.3083640705986
1980-05-21,14.902711098978102,16.653948308723
1980-05-22,14.929448598460338,16.779180733119272
1980-05-23,14.901993701482342,16.622428945838614
1980-05-24,14.902433703740517,16.610229407167758
1980-05-25,14.867026645515123,16.506386186554618
1980-05-26,14.877360012702852,16.656264093224706
1980-05-27,14.902948649535483,17.245700401336858
1980-05-28,14.941912238882669,17.379246427448958
1980-05-29,14.924720308262588,17.41739157427486
1980-05-30,14.984987858952191,17.35683320762653
1980-05-31,15.03568041000147,17.31437381773628
1980-06-01,15.067044775238758,17.29611323864388
1980-06-02,15.041241922953182,17.440446644875237
1980-06-03,15.068492778671084,17.83331915722386
1980-06-04,15.119881455955062,18.238321060239933
1980-06-05,15.139014055700349,18.298346040389585
1980-06-06,15.168487277109588,18.500704172184008
1980-06-07,15.145524978066984,18.807763691404475
1980-06-08,15.17566038750187,19.03188037664149
1980-06-09,15.223934210979252,18.691061502607745
1980-06-10,15.244322789310674,18.7861679991868
1980-06-11,15.28630131762819,19.17736810395957
1980-06-12,15.226949513206836,19.15537900892999
1980-06-13,15.161037179828703,19.38994601605228
1980-06-14,15.169994388499164,19.84096599396949
1980-06-15,15.202046743286235,19.97884289506783
1980-06-16,15.269041339237535,20.134232655329235
1980-06-17,15.358191158557773,20.0323457049092
1980-06-18,15.414096013663658,19.932006672425363
1980-06-19,15.400424050922444,19.85195390808631
1980-06-20,15.370108978610377,19.633102726306337
1980-06-21,15.3632742965331,19.88122758402236
1980-06-22,15.386226180590782,20.249797113598472
1980-06-23,15.416881922379922,20.443595111839027
1980-06-24,15.480141268082855,20.42005813513911
1980-06-25,15.56226642791468,20.69074558664402
1980-06-26,15.610413365829316,20.996557599645712
1980-06-27,15.64249323484345,21.37926036600739
1980-06-28,15.597498420465843,21.468577640574352
1980-06-29,15.559755586790756,21.32757189666709
1980-06-30,15.529180218600608,21.198301636647678
1980-07-01,15.527758249789445,21.12448343675087
1980-07-02,15.530417042920408,21.05473905586045
1980-07-03,15.495871744328902,21.020762515528467
1980-07-04,15.534503123709216,21.149776774841797
1980-07-05,15.54771418254342,21.56791820153229
1980-07-06,15.588772631427206,21.74485121715467
1980-07-07,15.576702262651356,21.641937879913687
1980-07-08,15.55542849336594,21.449021319716795
1980-07-09,15.51481529635804,21.61844999943831
1980-07-10,15.489606242513096,21.81840190001049
1980-07-11,15.47036085850366,21.76477067245322
1980-07-12,15.518274820990852,21.947935401808422
1980-07-13,15.529123646679697,21.89490809122859
1980-07-14,15.59642994067591,21.861082242606187
1980-07-15,15.622432079952834,22.1808139987706
1980-07-16,15.610296524220802,22.609607853314703
1980-07-17,15.702372194809833,22.63840192430886
1980-07-18,15.686072445862118,22.508808514230047
1980-07-19,15.732536782497151,22.490905125034743
1980-07-20,15.776732924093864,22.44127102722743
1980-07-21,15.77377086556482,22.639121704452872
1980-07-22,15.717565458519797,22.437004718999425
1980-07-23,15.749241470020449,22.549252397570907
1980-07-24,15.67495717855202,22.426730876334474
1980-07-25,15.67698662025374,22.63197999068922
1980-07-26,15.700595908751591,22.601561441837624
1980-07-27,15.704799301406132,22.48688296867304
1980-07-28,15.70580126848447,22.34965835088641
1980-07-29,15.763174806542814,22.47502084488273
1980-07-30,15.663082684504676,22.58347224152573
1980-07-31,15.657870153963234,22.859454473333173
1980-08-01,15.712798359501132,22.967264797038396
1980-08-02,15.7127071238039,22.83385621257099
1980-08-03,15.725337695921622,22.863681940271334
1980-08-04,15.616162681315004,22.742943684392785
1980-08-05,15.574603114348296,22.65549707059284
1980-08-06,15.530329462789153,22.611957670318485
1980-08-07,15.522054033633433,22.616984759074864
1980-08-08,15.48327055648461,22.56527551412626
1980-08-09,15.508898324637158,22.55512902268972
1980-08-10,15.538091705440229,22.66278940544473
1980-08-11,15.528068415126148,22.57502284705251
1980-08-12,15.475496420212204,22.490877727158505
1980-08-13,15.418640212594289,22.44231333513341
1980-08-14,15.388914593326245,22.39720135444665
1980-08-15,15.38339398704527,22.10227748736084
1980-08-16,15.34925378797374,22.084680749377185
1980-08-17,15.375977344416835,22.028710834369768
1980-08-18,15.406541337034106,21.904499298032857
1980-08-19,15.4386859518569,22.057472998031034
1980-08-20,15.483627620633472,22.07670624844867
1980-08-21,15.483443891208427,22.06036667598369
1980-08-22,15.574587296334652,22.186663254970583
1980-08-23,15.53861018887518,22.146273220827982
1980-08-24,15.474260681846395,21.96773184639285
1980-08-25,15.399355853152414,21.92388778022869
1980-08-26,15.281441604290968,21.897172963661983
1980-08-27,15.127802630531988,21.719624110494276
1980-08-28,15.121880471299596,21.617650267181936
1980-08-29,15.14739350024698,21.58697456011623
1980-08-30,15.21347356694929,21.636272997666367
1980-08-31,15.150421846021692,21.5586298499547
1980-09-01,15.12473363630819,21.705900145728343
1980-09-02,15.117803566658557,21.603966867548504
1980-09-03,15.125091085365504,21.525060871425584
1980-09-04,15.050723056156343,21.291025004466334
1980-09-05,15.019437870693505,20.83891502607812
1980-09-06,15.07532475963695,21.17947055633137
1980-09-07,15.07786957071133,21.034400027025097
1980-09-08,15.05004158228346,20.582312165644616
1980-09-09,14.945000133746111,20.43448311573138
1980-09-10,14.863455810669198,20.27856506641865
1980-09-11,14.90233195034404,20.487657254331783
1980-09-12,14.906671545852932,20.72266738915581
1980-09-13,14.89261735270688,20.58869565733081
1980-09-14,14.791096991471086,20.04547871792793
1980-09-15,14.643192752289211,19.87038994031209
1980-09-16,14.552034272885502,20.161506239649444
1980-09-17,14.491776204151408,19.98977334250549
1980-09-18,14.515611198822684,19.766559394841344
1980-09-19,14.5368101142548,19.8396726985658
1980-09-20,14.540427568693955,19.940734174725
1980-09-21,14.476974879169118,19.74467627337265
1980-09-22,14.399188610733244,19.5982096863609
1980-09-23,14.343154403039364,19.11515742965205
1980-09-24,14.310436877758828,18.96721209294531
1980-09-25,14.301772446126098,19.101440739605657
1980-09-26,14.310007655512202,19.007839042789545
1980-09-27,14.268350509184756,18.6487395491529
1980-09-28,14.206225347235376,18.357639428080944
1980-09-29,14.155444214806671,18.41211726732723
1980-09-30,14.154709225463009,18.70919650858374
1980-10-01,14.192967202348118,18.82815942908359
1980-10-02,14.08430624000869,18.68342026212012
1980-10-03,14.00788718658636,18.315685848358864
1980-10-04,13.987815225844011,18.027359484380003
1980-10-05,13.960762422616083,17.85648988677002
1980-10-06,13.921910151396704,17.78359489233767
1980-10-07,13.910642870160498,17.7056233107058
1980-10-08,13.865261451622672,17.858665824050632
1980-10-09,13.823337297080704,17.664658767866058
1980-10-10,13.733705798826389,17.45445257915838
1980-10-11,13.698817906404004,17.18529515358132
1980-10-12,13.629900530379125,16.919523225186946
1980-10-13,13.59017030903781,16.614081024119088
1980-10-14,13.51942075279744,16.306788890748585
1980-10-15,13.510099899537352,16.04010654783671
1980-10-16,13.512802904238011,15.82156016869378
1980-10-17,13.500584051910272,15.739685808254352
1980-10-18,13.552413391263793,15.626620743669031
1980-10-19,13.538937751450163,15.557217214487508
1980-10-20,13.535813507304365,15.62568723907482
1980-10-21,13.503032278406785,15.25992727131891
1980-10-22,13.388081435163905,14.831730384397332
1980-10-23,13.191757932479495,14.757519041765937
1980-10-24,13.123056225494418,14.429341353399114
1980-10-25,13.167220554285368,14.05957927908853
1980-10-26,13.19783936382156,13.60558610599315
1980-10-27,13.286074636326248,13.4487151800807
1980-10-28,13.304956547097005,13.647238573893498
1980-10-29,13.26180047105801,13.574704417488942
1980-10-30,13.234254932622395,13.564858417481371
1980-10-31,13.164899382229528,13.57904351870288
1980-11-01,13.097349537003442,13.76961118610014
1980-11-02,13.077115799434248,13.795160904022712
1980-11-03,13.039466565680035,13.699717325363926
1980-11-04,13.022120087809416,13.62148991769845
1980-11-05,13.021678325941242,13.77230875080864
1980-11-06,12.909529981821898,13.528808021856111
1980-11-07,12.81583539094841,13.662739506346028
1980-11-08,12.735643865738489,13.309795508201336
1980-11-09,12.650424761391296,13.00419946452628
1980-11-10,12.626489447434803,13.452313658015305
1980-11-11,12.637566170723844,13.307916486839432
1980-11-12,12.630996191895305,12.945541043724123
1980-11-13,12.598909794558775,12.479697603514222
1980-11-14,12.510770928514546,12.243903161378531
1980-11-15,12.550955422571777,12.127439991913622
1980-11-16,12.50601652494318,11.8999744283574
1980-11-17,12.5231159242154,11.765370225484704
1980-11-18,12.490716269461078,11.689967997382338
1980-11-19,12.398096734145614,11.592711346255337
1980-11-20,12.372648865597837,11.563570712104994
1980-11-21,12.348544736751371,11.49657074660977
1980-11-22,12.335539085611416,11.377541975139549
1980-11-23,12.32271739015825,11.10178401900518
1980-11-24,12.288198176114411,10.96119586159997
1980-11-25,12.264569376987325,10.877682854809397
1980-11-26,12.212684782817137,10.549665658209522
1980-11-27,12.13639129157958,10.431769338835062
1980-11-28,12.144844811181317,10.385684568672064
1980-11-29,12.123299722930724,10.428560523084537
1980-11-30,12.075340989068964,10.294066500547258
1980-12-01,11.965816764569388,10.281285605305474
1980-12-02,11.861438535546576,9.841131314373472
1980-12-03,11.842656889524072,9.2213494581775
1980-12-04,11.886703123721828,9.005866825721554
1980-12-05,11.948068586605002,9.324318111908536
1980-12-06,11.956841854342583,9.534534366976436
1980-12-07,11.96263794371508,9.726159504981586
1980-12-08,11.8920591525985,9.442978924698924
1980-12-09,11.866880507040475,8.86766559607274
1980-12-10,11.762703987247432,8.839214926247768
1980-12-11,11.7322580540289,9.094837487455091
1980-12-12,11.671992668899454,8.687371032341275
1980-12-13,11.62175573175733,8.457563335636939
1980-12-14,11.717322845633694,8.429678551567473
1980-12-15,11.81614754504227,8.293173658952911
1980-12-16,11.860245107448206,8.311853645843122
1980-12-17,11.874358962860256,8.7659488231915
1980-12-18,11.879206347134655,8.695450861446341
1980-12-19,11.817310394859886,8.6765109543081
1980-12-20,11.685373791118662,7.770428717289753
1980-12-21,11.672373579429271,7.47691378555004
1980-12-22,11.696119340858363,7.509291834513654
1980-12-23,11.746461527480236,7.802971215792146
1980-12-24,11.780145654054005,8.352630521390044
1980-12-25,11.703466320810358,7.923498031278558
1980-12-26,11.663232423122734,7.399149994385915
1980-12-27,11.706642479012231,7.815789114716517
1980-12-28,11.683897518049788,7.895110181881741
1980-12-29,11.801054190845871,8.049117281974693
1980-12-30,11.80592294208388,8.17546809906825
1980-12-31,11.879231911095944,8.170440652879753
1981-01-01,11.884770429043702,7.617425189310678
1981-01-02,11.874654645571647,7.180337615229036
1981-01-03,11.843968732467255,7.131954284694037
1981-01-04,11.850558582011994,7.309061487994576
1981-01-05,11.877535958790146,6.820927376404962
1981-01-06,11.875068223562144,6.363410870222625
1981-01-07,11.887747915494824,6.665646058658703
1981-01-08,11.772447840846157,6.459638042795867
1981-01-09,11.741490032793315,6.270218915315625
1981-01-10,11.743365566017829,6.219151039109819
1981-01-11,11.742034805178006,6.053576863559703
1981-01-12,11.697056945809452,5.755522094176317
1981-01-13,11.746306763083632,6.066936059914716
1981-01-14,11.77945114764507,6.401283276331869
1981-01-15,11.796573729536156,6.568470754782341
1981-01-16,11.833020983537702,6.788694223534265
1981-01-17,11.870951192142323,6.6978728873708855
1981-01-18,11.892983367641284,6.748890138115687
1981-01-19,11.940701039628811,6.832540152963904
1981-01-20,12.034959391233558,7.193333864873718
1981-01-21,12.02236809613994,7.300270435536377
1981-01-22,12.001801117296628,7.114340834810708
1981-01-23,12.038921570041408,7.129431724578758
1981-01-24,12.105442016111908,7.1817348524424265
1981-01-25,12.052573831348312,7.17039516029156
1981-01-26,11.925449591391414,6.745893093104988
1981-01-27,11.83936546650022,6.686825432506493
1981-01-28,11.903418195628287,6.836682556628042
1981-01-29,11.90458418319807,6.925292270985572
1981-01-30,11.928949335960857,6.416068794294815
1981-01-31,11.912757933178874,5.771696573001134
1981-02-01,11.962572732478632,5.85477149996682
1981-02-02,11.911290123106202,6.274074002760249
1981-02-03,11.889495908161448,6.170620724518368
1981-02-04,11.831763908507105,6.180461916622389
1981-02-05,11.900781875187514,6.472208336194763
1981-02-06,11.9502783301727,6.360696585039321
1981-02-07,12.039854586992568,6.841514789635417
1981-02-08,12.10277093645416,7.270993160694851
1981-02-09,12.146866604507736,7.319356336432415
1981-02-10,12.044826258089468,7.150487427717101
1981-02-11,11.932784113462356,7.304146348073004
1981-02-12,11.895126543865311,7.44945886050136
1981-02-13,11.882922210488632,7.732735447058991
1981-02-14,11.966360588557716,8.472687989054629
1981-02-15,12.016581794691623,8.703789235020515
1981-02-16,12.019675692653678,8.378694202365327
1981-02-17,12.015604053574856,8.457278401675742
1981-02-18,12.064198276072592,8.827634880011795
1981-02-19,12.09035801554042,9.229208427998952
1981-02-20,12.108634987595456,9.114271706346424
1981-02-21,12.101594577994977,8.948673604998273
1981-02-22,12.150991751788355,8.822059127613135
1981-02-23,12.183808399238796,8.668875241340666
1981-02-24,12.258148188777218,8.686892963492149
1981-02-25,12.193202003352802,8.482618031554507
1981-02-26,12.209884029451802,8.317017163425062
1981-02-27,12.18664152931665,8.430428395244643
1981-02-28,12.221342054470009,8.651774565367322
1981-03-01,12.299690588898176,8.461822739115656
1981-03-02,12.342043427114303,8.511981868280643
1981-03-03,12.371673508601878,8.402663355266352
1981-03-04,12.402093660748797,8.392134179734231
1981-03-05,12.473068980226516,8.703546927477069
1981-03-06,12.529162656490776,8.610123804311732
1981-03-07,12.537068201088529,8.994992980976246
1981-03-08,12.5592964292781,8.844697149464661
1981-03-09,12.562517091756876,8.680456206233185
1981-03-10,12.57741244121052,8.924011573092264
1981-03-11,12.587779999639036,9.098397292445256
1981-03-12,12.678931639563832,9.501307657823553
1981-03-13,12.69680233330392,10.011423970114988
1981-03-14,12.753070274493949,10.291554755264912
1981-03-15,12.74386576879137,9.727043288054398
1981-03-16,12.8016800138173,10.095060562993805
1981-03-17,12.822377875634746,10.095530914152343
1981-03-18,12.839688020137611,10.085556328571228
1981-03-19,12.898522982597362,10.132521697952004
1981-03-20,12.93799933497066,10.349966270081255
1981-03-21,12.97588056056083,10.34318179364132
1981-03-22,13.00704607125744,10.597865828982089
1981-03-23,13.049832386609737,10.448082413459062
1981-03-24,13.149774294057783,10.291299448162585
1981-03-25,13.15483039081312,10.440015765685969
1981-03-26,13.14737923278515,10.762572659915016
1981-03-27,13.158840123193416,10.945849129803683
1981-03-28,13.187756354921868,11.03972509457562
1981-03-29,13.221358490102432,10.788129914499294
1981-03-30,13.282462531498595,11.088027846269403
1981-03-31,13.325392795785552,11.545577291727884
1981-04-01,13.339416009439718,11.34020080821245
1981-04-02,13.370859964694397,11.196905601428996
1981-04-03,13.421531555031336,10.918363434403757
1981-04-04,13.434978899038674,11.087881585565585
1981-04-05,13.38223000183724,11.286896083761
1981-04-06,13.39300912495786,11.734298870906551
1981-04-07,13.419755619004118,11.853880256102892
1981-04-08,13.498430131774873,11.89874067859466
1981-04-09,13.485120468161172,12.205208486536124
1981-04-10,13.4784700571389,12.545834501918844
1981-04-11,13.466915131019936,12.800163864349289
1981-04-12,13.487745392684554,12.917969716839602
1981-04-13,13.531063101097605,13.030470189427174
1981-04-14,13.549447339060162,12.71190012729567
1981-04-15,13.61113269345353,12.368456797259569
1981-04-16,13.737373572338294,12.758441838161154
1981-04-17,13.723426958069178,13.317157245984356
1981-04-18,13.735709006816991,13.204673534780309
1981-04-19,13.748491793529263,12.739421464997417
1981-04-20,13.762179620651994,12.83465587437587
1981-04-21,13.858639396654892,13.171403344741575
1981-04-22,13.89919064459136,13.469505336924568
1981-04-23,13.94061986867388,13.812040164841877
1981-04-24,14.020425441239489,13.95017849886466
1981-04-25,14.107207371774347,14.176378037874285
1981-04-26,14.178910197842091,14.332468091034066
1981-04-27,14.189825703004548,14.358272047799842
1981-04-28,14.204759765795728,14.40511068550281
1981-04-29,14.230231566422116,14.386511039529887
1981-04-30,14.1994449859494,14.564960712680724
1981-05-01,14.215552774451714,14.531859731985696
1981-05-02,14.16652214471631,14.025943253408494
1981-05-03,14.150926368498626,13.9675750993538
1981-05-04,14.169573387269152,14.119695225839324
1981-05-05,14.24853783281846,14.535754576485898
1981-05-06,14.301226068625386,14.782102554284329
1981-05-07,14.322665903021337,14.77189347380287
1981-05-08,14.309923143127737,15.071369408869057
1981-05-09,14.324906593516674,15.391635257471073
1981-05-10,14.292309472852606,15.136306321833542
1981-05-11,14.32207593744917,15.208118035405224
1981-05-12,14.321455467474236,15.384639802561674
1981-05-13,14.39226404015453,15.54559755755784
1981-05-14,14.476815829358127,15.54469555260068
1981-05-15,14.580292978295608,15.597907262264933
1981-05-16,14.638661102887854,15.235078296773723
1981-05-17,14.644638468398377,14.980909029041763
1981-05-18,14.67151352704182,15.2230119895153
1981-05-19,14.723309994434477,15.395734925507362
1981-05-20,14.719957149787607,15.577373951268182
1981-05-21,14.71472631574321,16.064026759242335
1981-05-22,14.833385032229986,16.623690229159454
1981-05-23,14.885803852616602,17.03971405502712
1981-05-24,14.922812493954636,17.022037778894543
1981-05-25,14.954808487252835,17.151398969885264
1981-05-26,14.941918075742723,17.263549491570974
1981-05-27,14.939968643917847,16.977159771002587
1981-05-28,15.030467244235838,16.92651479027134
1981-05-29,15.11592336890558,17.038838265411254
1981-05-30,15.139086525436664,17.079784229434466
1981-05-31,15.08135740251721,17.325393655603563
1981-06-01,15.042314493803271,17.338705751390975
1981-06-02,15.10411833465877,17.725456202512735
1981-06-03,15.08884426217359,17.764221718511052
1981-06-04,15.092830527496764,17.925848290599898
1981-06-05,15.1076744373589,18.232714546220976
1981-06-06,15.15321055162226,18.43151625496616
1981-06-07,15.181301068737191,18.65485632387931
1981-06-08,15.271334098591636,18.935177212138807
1981-06-09,15.365194614300616,19.30552154145777
1981-06-10,15.33886513718602,19.40916402552818
1981-06-11,15.324848604514878,19.155649641413486
1981-06-12,15.315814831621076,19.27518687396938
1981-06-13,15.343949302109664,19.424727301679017
1981-06-14,15.29653369227922,19.47358963970921
1981-06-15,15.218334512697382,19.560575623004965
1981-06-16,15.217297824975612,19.707855053669935
1981-06-17,15.172531676638298,19.82407371341856
1981-06-18,15.157562679701403,20.03133539514636
1981-06-19,15.188069199178694,20.271374101926348
1981-06-20,15.325121068290214,20.441421414709406
1981-06-21,15.3920999045782,20.63613593979813
1981-06-22,15.431750851963454,20.607713273727683
1981-06-23,15.4546168163119,20.56879839886519
1981-06-24,15.437129026221005,20.37865502125441
1981-06-25,15.458033113745316,20.51751249979712
1981-06-26,15.491891071399293,20.77872414881261
1981-06-27,15.494990289798904,20.744929435058136
1981-06-28,15.430131541140256,20.609847308748165
1981-06-29,15.501178102470842,20.71785971176992
1981-06-30,15.550304613044895,20.710423719163607
1981-07-01,15.587063743075548,20.533166586392984
1981-07-02,15.51680011395585,20.480568028255888
1981-07-03,15.494120764856318,20.628573682372533
1981-07-04,15.58208787872559,20.84331086561265
1981-07-05,15.546492442522684,21.129550007590023
1981-07-06,15.51041439377262,21.29651070287193
1981-07-07,15.481525319657806,21.421932381497367
1981-07-08,15.452647823314631,21.612086253276825
1981-07-09,15.503487043007496,21.70170326101783
1981-07-10,15.570901133571462,21.891677474591244
1981-07-11,15.64134369556167,22.0236855777078
1981-07-12,15.71164364823063,22.06456943931333
1981-07-13,15.799799365587374,21.980561884711523
1981-07-14,15.815332866373332,22.122032072043048
1981-07-15,15.786675501500255,22.31412837060176
1981-07-16,15.792611520098005,22.053492615604775
1981-07-17,15.790267765613542,22.120815173177554
1981-07-18,15.73817966387029,22.22047545117586
1981-07-19,15.687891997055043,22.27470942634106
1981-07-20,15.60062222931809,22.300681010483704
1981-07-21,15.537259351784142,22.480488137908225
1981-07-22,15.51806271559144,22.50892313034915
1981-07-23,15.49379345418016,22.37105553304032
1981-07-24,15.426143007581842,22.477149626863792
1981-07-25,15.45197678560904,22.52139780153157
1981-07-26,15.492471791226386,22.43189565323912
1981-07-27,15.54872833855242,22.47374776485025
1981-07-28,15.569011570989703,22.447303853859825
1981-07-29,15.639819129212787,22.36237170241055
1981-07-30,15.725582284574324,22.31745281494301
1981-07-31,15.735192187616228,22.259787935973108
1981-08-01,15.669090973329483,22.271096657153446
1981-08-02,15.684087372431575,22.36195248067524
1981-08-03,15.736750074580366,22.55437984767479
1981-08-04,15.712162311034678,22.611846092317023
1981-08-05,15.71197546325571,22.46973460575625
1981-08-06,15.75932195399438,22.60955718680542
1981-08-07,15.747770485242231,22.44418321671993
1981-08-08,15.69879406214178,22.425220364965305
1981-08-09,15.627460800577618,22.505948402595877
1981-08-10,15.554910744621225,22.376171346975237
1981-08-11,15.57393197524539,22.10472890292194
1981-08-12,15.533409395424163,22.008304880377374
1981-08-13,15.510697752853725,21.8984374528252
1981-08-14,15.556788939310858,21.976576676401084
1981-08-15,15.594344556255187,22.12379025931393
1981-08-16,15.679673016275714,22.216907035189912
1981-08-17,15.661203528864668,21.91983794579781
1981-08-18,15.617644509638083,21.95391826649375
1981-08-19,15.520854833477433,21.857148705410363
1981-08-20,15.51539839872282,21.805327322826745
1981-08-21,15.433534491354294,22.00561452315555
1981-08-22,15.333451350065072,21.78436147452852
1981-08-23,15.339878811657542,21.66169307083752
1981-08-24,15.335815102453378,21.62978373734696
1981-08-25,15.274359286416496,21.67871671624008
1981-08-26,15.33313463799048,21.733403137084224
1981-08-27,15.335380052139282,21.723285086022425
1981-08-28,15.251326549738303,21.74717932903634
1981-08-29,15.172163525535955,21.616881906491493
